jurisdiction,includes_jails,year,prisoner_count,crime_reporting_change,crimes_estimated,state_population,violent_crime_total,murder_manslaughter,rape_legacy,rape_revised,robbery,agg_assault,property_crime_total,burglary,larceny,vehicle_theft
TENNESSEE,False,2008,19379,False,False,6214888.0,44913.0,412.0,2078.0,,10804.0,31619.0,251089.0,65093.0,166793.0,19203.0
TEXAS,False,2008,159237,False,False,24326974.0,123585.0,1370.0,8055.0,,37739.0,76421.0,969865.0,230046.0,654435.0,85384.0
UTAH,False,2008,5132,False,False,2736424.0,6165.0,41.0,915.0,,1421.0,3788.0,92373.0,14766.0,70299.0,7308.0
VERMONT,True,2008,2116,False,False,621270.0,854.0,17.0,133.0,,93.0,611.0,15903.0,3515.0,11802.0,586.0
VIRGINIA,False,2008,32585,False,False,7769089.0,20031.0,370.0,1794.0,,7470.0,10397.0,196726.0,32188.0,151191.0,13347.0
WASHINGTON,False,2008,17188,False,False,6549224.0,21888.0,193.0,2653.0,,6419.0,12623.0,249283.0,53136.0,167013.0,29134.0
WEST VIRGINIA,False,2008,4896,False,False,1814468.0,5006.0,67.0,389.0,,896.0,3654.0,45971.0,10840.0,31967.0,3164.0
WISCONSIN,False,2008,22282,False,False,5627967.0,15507.0,146.0,1128.0,,5163.0,9070.0,155456.0,27459.0,116456.0,11541.0
WYOMING,False,2008,1704,False,False,532668.0,1330.0,12.0,185.0,,87.0,1046.0,14515.0,2198.0,11584.0,733.0
FEDERAL,False,2009,205087,,,,,,,,,,,,,
ALABAMA,False,2009,27241,False,False,4708708.0,21194.0,322.0,1504.0,,6265.0,13103.0,178007.0,48844.0,118072.0,11091.0
ALASKA,True,2009,5472,False,False,698473.0,4424.0,22.0,513.0,,654.0,3235.0,20538.0,3600.0,15251.0,1687.0
ARIZONA,False,2009,40544,False,False,6595778.0,28128.0,380.0,2279.0,,8199.0,17270.0,236721.0,54308.0,155976.0,26437.0
ARKANSAS,False,2009,13338,False,False,2889450.0,14905.0,179.0,1378.0,,2576.0,10772.0,109078.0,34753.0,68228.0,6097.0
CALIFORNIA,False,2009,168830,False,False,36961664.0,174934.0,1972.0,8713.0,,64093.0,100156.0,1009433.0,230198.0,615402.0,163833.0
COLORADO,False,2009,22725,False,False,5024748.0,17022.0,159.0,2269.0,,3371.0,11223.0,134196.0,26637.0,95079.0,12480.0
CONNECTICUT,True,2009,18938,False,False,3518288.0,10588.0,106.0,657.0,,4001.0,5824.0,82625.0,15172.0,59992.0,7461.0
DELAWARE,True,2009,6581,False,False,885122.0,5713.0,41.0,395.0,,1680.0,3597.0,29685.0,6943.0,20836.0,1906.0
FLORIDA,False,2009,101373,False,False,18537969.0,113541.0,1017.0,5501.0,,30911.0,76112.0,712010.0,181884.0,479867.0,50259.0
GEORGIA,False,2009,53538,False,False,9829211.0,42073.0,566.0,2323.0,,14631.0,24553.0,360985.0,98606.0,229216.0,33163.0
HAWAII,True,2009,4848,False,False,1295178.0,3550.0,23.0,385.0,,1030.0,2112.0,47516.0,9244.0,33415.0,4857.0
IDAHO,False,2009,7184,False,False,1545801.0,3805.0,24.0,575.0,,254.0,2952.0,31220.0,6682.0,23066.0,1472.0
ILLINOIS,False,2009,45161,False,True,12910409.0,64185.0,773.0,3901.0,,22923.0,36588.0,353347.0,77850.0,248821.0,26676.0
INDIANA,False,2009,26748,False,False,6423113.0,21455.0,312.0,1621.0,,7347.0,12175.0,199907.0,48880.0,137190.0,13837.0
IOWA,False,2009,8914,False,False,3007856.0,8485.0,38.0,890.0,,1201.0,6356.0,70080.0,16419.0,49757.0,3904.0
KANSAS,False,2009,8644,False,False,2818747.0,11460.0,125.0,1179.0,,1786.0,8370.0,90930.0,19473.0,65499.0,5958.0
KENTUCKY,False,2009,14984,False,False,4314113.0,11000.0,184.0,1531.0,,3642.0,5643.0,108914.0,29880.0,72938.0,6096.0
LOUISIANA,False,2009,19889,False,False,4492076.0,28878.0,529.0,1351.0,,6150.0,20848.0,172619.0,46928.0,114102.0,11589.0
MAINE,False,2009,2074,False,False,1318301.0,1580.0,26.0,375.0,,399.0,780.0,31706.0,6729.0,23955.0,1022.0
MARYLAND,False,2009,22066,False,False,5699478.0,33625.0,440.0,1156.0,,12007.0,20022.0,182295.0,36905.0,125771.0,19619.0
MASSACHUSETTS,False,2009,11156,False,False,6593587.0,30503.0,173.0,1734.0,,7467.0,21129.0,153178.0,34515.0,106799.0,11864.0
MICHIGAN,False,2009,45478,False,False,9969727.0,49825.0,623.0,4524.0,,12427.0,32251.0,284019.0,76046.0,178628.0,29345.0
MINNESOTA,False,2009,9500,False,False,5266214.0,12874.0,74.0,1789.0,,3619.0,7392.0,139286.0,25580.0,105160.0,8546.0
MISSISSIPPI,False,2009,17212,False,False,2951996.0,8451.0,194.0,991.0,,2969.0,4297.0,87327.0,29559.0,52329.0,5439.0
MISSOURI,False,2009,30519,False,False,5987580.0,29513.0,387.0,1606.0,,7437.0,20083.0,201783.0,43591.0,140764.0,17428.0
MONTANA,False,2009,3085,False,False,974989.0,2798.0,32.0,357.0,,228.0,2181.0,24826.0,3686.0,19528.0,1612.0
NEBRASKA,False,2009,4490,False,False,1796619.0,5199.0,41.0,617.0,,1220.0,3321.0,49731.0,8726.0,37496.0,3509.0
NEVADA,False,2009,12570,False,False,2643085.0,18639.0,156.0,1024.0,,6028.0,11431.0,80976.0,22115.0,46463.0,12398.0
NEW HAMPSHIRE,False,2009,2915,False,False,1324575.0,2125.0,11.0,399.0,,454.0,1261.0,28790.0,4915.0,22748.0,1127.0
NEW JERSEY,False,2009,24115,False,False,8707739.0,27113.0,319.0,1041.0,,11639.0,14114.0,180752.0,36945.0,128303.0,15504.0
NEW MEXICO,False,2009,6584,False,False,2009671.0,12709.0,198.0,1069.0,,1932.0,9510.0,74639.0,21955.0,46182.0,6502.0
NEW YORK,False,2009,58479,False,False,19541453.0,75110.0,781.0,2582.0,,28141.0,43606.0,377537.0,62769.0,292897.0,21871.0
NORTH CAROLINA,False,2009,40133,False,False,9380884.0,37946.0,489.0,2306.0,,11825.0,23326.0,343707.0,107830.0,215923.0,19954.0
NORTH DAKOTA,False,2009,1436,False,False,646844.0,1723.0,12.0,296.0,,107.0,1308.0,12813.0,2426.0,9474.0,913.0
OHIO,False,2009,50783,False,False,11542645.0,38305.0,527.0,4119.0,,17670.0,15989.0,376446.0,104009.0,249777.0,22660.0
OKLAHOMA,False,2009,24053,False,False,3687050.0,18560.0,234.0,1535.0,,3358.0,13433.0,132350.0,38071.0,83813.0,10466.0
OREGON,False,2009,13735,False,False,3825657.0,9968.0,88.0,1202.0,,2499.0,6179.0,114780.0,19739.0,85064.0,9977.0
PENNSYLVANIA,False,2009,50485,False,False,12604767.0,48188.0,664.0,3626.0,,17504.0,26394.0,277182.0,54772.0,204588.0,17822.0
RHODE ISLAND,True,2009,3413,False,False,1053209.0,2678.0,32.0,296.0,,785.0,1565.0,27558.0,5753.0,19403.0,2402.0
SOUTH CAROLINA,False,2009,23685,False,False,4561242.0,30799.0,305.0,1663.0,,5753.0,23078.0,178310.0,45443.0,119250.0,13617.0
SOUTH DAKOTA,False,2009,3390,False,False,812383.0,1777.0,30.0,501.0,,117.0,1129.0,14378.0,2621.0,10891.0,866.0
TENNESSEE,False,2009,19932,False,False,6296254.0,41933.0,468.0,2019.0,,9653.0,29793.0,237157.0,63832.0,158309.0,15016.0
TEXAS,False,2009,158542,False,False,24782302.0,121684.0,1330.0,8311.0,,38022.0,74021.0,995082.0,240058.0,678455.0,76569.0
UTAH,False,2009,5244,False,False,2784572.0,5998.0,39.0,941.0,,1304.0,3714.0,91751.0,15258.0,69556.0,6937.0
VERMONT,True,2009,2220,False,False,621760.0,837.0,8.0,132.0,,111.0,586.0,15010.0,3471.0,11090.0,449.0
VIRGINIA,False,2009,30995,False,False,7882590.0,18195.0,370.0,1572.0,,6342.0,9911.0,194020.0,31956.0,150374.0,11690.0
WASHINGTON,False,2009,17255,False,False,6664195.0,22412.0,190.0,2583.0,,6711.0,12928.0,245215.0,53047.0,168421.0,23747.0
WEST VIRGINIA,False,2009,5062,False,False,1819777.0,5554.0,84.0,470.0,,914.0,4086.0,46215.0,12005.0,31453.0,2757.0
WISCONSIN,False,2009,22262,False,False,5654774.0,14650.0,146.0,1118.0,,4904.0,8482.0,147692.0,26813.0,111947.0,8932.0
WYOMING,False,2009,1743,False,False,544270.0,1196.0,11.0,172.0,,78.0,935.0,14243.0,2176.0,11310.0,757.0
FEDERAL,False,2010,206968,,,,,,,,,,,,,
ALABAMA,False,2010,27345,False,False,4785401.0,18363.0,275.0,1355.0,,4864.0,11869.0,168828.0,42484.0,115564.0,10780.0
ALASKA,True,2010,5369,False,False,714146.0,4537.0,31.0,533.0,,594.0,3379.0,20259.0,3105.0,15535.0,1619.0
ARIZONA,False,2010,40130,False,False,6413158.0,26528.0,408.0,2191.0,,6953.0,16976.0,226802.0,50932.0,154137.0,21733.0
ARKANSAS,False,2010,14192,False,False,2921588.0,14711.0,134.0,1321.0,,2369.0,10887.0,103820.0,32463.0,65796.0,5561.0
CALIFORNIA,False,2010,162821,False,False,37338198.0,164133.0,1809.0,8331.0,,58116.0,95877.0,981939.0,228857.0,600558.0,152524.0
COLORADO,False,2010,22752,False,False,5047692.0,16339.0,129.0,2230.0,,3164.0,10816.0,135001.0,26196.0,97534.0,11271.0
CONNECTICUT,True,2010,18629,False,False,3575498.0,10083.0,133.0,595.0,,3553.0,5802.0,78259.0,15145.0,56413.0,6701.0
DELAWARE,True,2010,6378,False,False,899792.0,5608.0,51.0,326.0,,1839.0,3392.0,31078.0,7550.0,21593.0,1935.0
FLORIDA,False,2010,102070,False,False,18838613.0,101969.0,987.0,5373.0,,26086.0,69523.0,669035.0,169119.0,458454.0,41462.0
GEORGIA,False,2010,52794,False,False,9712157.0,39068.0,555.0,2107.0,,12372.0,24034.0,353449.0,96947.0,226161.0,30341.0
HAWAII,True,2010,5294,False,False,1363359.0,3603.0,25.0,377.0,,1065.0,2136.0,45667.0,8706.0,31681.0,5280.0
IDAHO,False,2010,7235,False,False,1571102.0,3464.0,22.0,533.0,,213.0,2696.0,31436.0,6513.0,23594.0,1329.0
ILLINOIS,False,2010,48418,False,True,12841980.0,57132.0,704.0,3066.0,,20386.0,32976.0,349064.0,77472.0,242681.0,28911.0
INDIANA,False,2010,27273,False,False,6490622.0,20983.0,268.0,1760.0,,6559.0,12396.0,199274.0,48570.0,137204.0,13500.0
IOWA,False,2010,9457,False,False,3050202.0,8191.0,38.0,883.0,,1012.0,6258.0,68740.0,16746.0,48194.0,3800.0
KANSAS,False,2010,9055,False,False,2859143.0,10602.0,97.0,1146.0,,1538.0,7821.0,89109.0,19315.0,63774.0,6020.0
KENTUCKY,False,2010,14501,False,False,4347223.0,10604.0,188.0,1438.0,,3748.0,5230.0,111170.0,30443.0,74488.0,6239.0
LOUISIANA,False,2010,19008,False,False,4545343.0,25241.0,500.0,1230.0,,5297.0,18214.0,165667.0,45437.0,110260.0,9970.0
MAINE,False,2010,1954,False,False,1327379.0,1621.0,24.0,389.0,,412.0,796.0,32900.0,7364.0,24547.0,989.0
MARYLAND,False,2010,22856,False,False,5785681.0,31607.0,426.0,1228.0,,11054.0,18899.0,173309.0,36704.0,118578.0,18027.0
MASSACHUSETTS,False,2010,11162,False,False,6555466.0,30737.0,214.0,1784.0,,6897.0,21842.0,154496.0,37903.0,105124.0,11469.0
MICHIGAN,False,2010,44113,False,False,9877143.0,48693.0,580.0,4733.0,,11522.0,31858.0,271501.0,74345.0,169748.0,27408.0
MINNESOTA,False,2010,9397,False,False,5310658.0,12515.0,96.0,1798.0,,3388.0,7233.0,136431.0,24415.0,103429.0,8587.0
MISSISSIPPI,False,2010,16454,False,False,2970072.0,7999.0,204.0,931.0,,2777.0,4087.0,88596.0,30453.0,52784.0,5359.0
MISSOURI,False,2010,30577,False,False,5995715.0,27440.0,420.0,1445.0,,6185.0,19390.0,200858.0,44197.0,140526.0,16135.0
MONTANA,False,2010,3137,False,False,990958.0,2733.0,25.0,332.0,,154.0,2222.0,25409.0,3692.0,20166.0,1551.0
NEBRASKA,False,2010,4608,False,False,1830141.0,5093.0,54.0,674.0,,1020.0,3345.0,48827.0,8318.0,36896.0,3613.0
NEVADA,False,2010,12192,False,False,2704283.0,17929.0,158.0,965.0,,5298.0,11508.0,75004.0,22286.0,42533.0,10185.0
NEW HAMPSHIRE,False,2010,2617,False,False,1316807.0,2204.0,13.0,411.0,,450.0,1330.0,29230.0,5444.0,22789.0,997.0
NEW JERSEY,False,2010,24488,False,False,8799593.0,27055.0,371.0,981.0,,11818.0,13885.0,183042.0,38732.0,128754.0,15556.0
NEW MEXICO,False,2010,6659,False,False,2065913.0,12147.0,140.0,959.0,,1616.0,9432.0,70776.0,21023.0,44503.0,5250.0
NEW YORK,False,2010,56420,False,False,19395206.0,76492.0,868.0,2797.0,,28630.0,44197.0,379710.0,65839.0,293232.0,20639.0
NORTH CAROLINA,False,2010,40375,False,False,9560234.0,34679.0,474.0,2002.0,,9620.0,22583.0,329202.0,102826.0,208057.0,18319.0
NORTH DAKOTA,False,2010,1416,False,False,674629.0,1548.0,10.0,245.0,,90.0,1203.0,12010.0,2000.0,9137.0,873.0
OHIO,False,2010,51709,False,False,11537968.0,36306.0,479.0,3730.0,,16486.0,15611.0,376836.0,107125.0,248581.0,21130.0
OKLAHOMA,False,2010,24147,False,False,3760184.0,18100.0,195.0,1469.0,,3345.0,13091.0,129464.0,37848.0,81303.0,10313.0
OREGON,False,2010,13859,False,False,3838332.0,9648.0,96.0,1239.0,,2421.0,5892.0,116657.0,20035.0,87494.0,9128.0
PENNSYLVANIA,False,2010,48087,False,False,12717722.0,46612.0,653.0,3472.0,,16375.0,26112.0,276366.0,55206.0,204440.0,16720.0
RHODE ISLAND,True,2010,3159,False,False,1052528.0,2709.0,29.0,298.0,,782.0,1600.0,26959.0,6124.0,18432.0,2403.0
SOUTH CAROLINA,False,2010,23009,False,False,4637106.0,27923.0,265.0,1551.0,,5017.0,21090.0,181098.0,46261.0,121544.0,13293.0
SOUTH DAKOTA,False,2010,3393,False,False,816598.0,2196.0,23.0,385.0,,154.0,1634.0,15188.0,3192.0,11196.0,800.0
TENNESSEE,False,2010,20037,False,False,6357436.0,38909.0,359.0,2173.0,,8361.0,28016.0,232855.0,64293.0,153729.0,14833.0
TEXAS,False,2010,160242,False,False,25253466.0,113231.0,1249.0,7622.0,,32843.0,71517.0,951246.0,228597.0,654626.0,68023.0
UTAH,False,2010,5442,False,False,2775479.0,5925.0,53.0,983.0,,1269.0,3620.0,88316.0,15095.0,67242.0,5979.0
VERMONT,True,2010,2079,False,False,625909.0,820.0,7.0,141.0,,76.0,596.0,14160.0,3348.0,10373.0,439.0
VIRGINIA,False,2010,31911,False,False,8023953.0,17184.0,376.0,1580.0,,5678.0,9550.0,187403.0,30804.0,145990.0,10609.0
WASHINGTON,False,2010,17028,False,False,6742950.0,21138.0,154.0,2579.0,,5929.0,12476.0,249426.0,55192.0,168490.0,25744.0
WEST VIRGINIA,False,2010,5072,False,False,1854368.0,5586.0,58.0,362.0,,776.0,4390.0,41301.0,10778.0,28104.0,2419.0
WISCONSIN,False,2010,22033,False,False,5691659.0,14167.0,155.0,1191.0,,4516.0,8305.0,142781.0,26636.0,107993.0,8152.0
WYOMING,False,2010,2092,False,False,564554.0,1117.0,8.0,162.0,,77.0,870.0,13869.0,2151.0,11126.0,592.0
FEDERAL,False,2011,214774,,,,,,,,,,,,,
ALABAMA,False,2011,26813,True,False,4803689.0,20166.0,299.0,1370.0,,4906.0,13591.0,173192.0,51119.0,111411.0,10662.0
ALASKA,True,2011,6216,False,False,723860.0,4416.0,30.0,436.0,,576.0,3374.0,19094.0,2852.0,14854.0,1388.0
ARIZONA,False,2011,39949,False,False,6467315.0,26789.0,397.0,2499.0,,7145.0,16748.0,229896.0,54695.0,155400.0,19801.0
ARKANSAS,False,2011,14090,False,False,2938582.0,14173.0,160.0,1230.0,,2357.0,10426.0,110430.0,34016.0,70645.0,5769.0
CALIFORNIA,False,2011,147578,False,False,37683933.0,154943.0,1792.0,7665.0,,54291.0,91195.0,973822.0,230075.0,596905.0,146842.0
COLORADO,False,2011,21862,False,False,5116302.0,16085.0,155.0,2285.0,,3299.0,10346.0,132781.0,25725.0,96054.0,11002.0
CONNECTICUT,True,2011,17877,False,False,3586717.0,9889.0,129.0,689.0,,3689.0,5382.0,77205.0,15468.0,55067.0,6670.0
DELAWARE,True,2011,6546,False,False,908137.0,5144.0,48.0,307.0,,1558.0,3231.0,31163.0,7617.0,22001.0,1545.0
FLORIDA,False,2011,100861,False,False,19082262.0,98198.0,984.0,5273.0,,25622.0,66319.0,671200.0,170171.0,461408.0,39621.0
GEORGIA,False,2011,52844,False,False,9812460.0,36762.0,549.0,2066.0,,12266.0,21881.0,357235.0,96014.0,231543.0,29678.0
HAWAII,True,2011,5454,False,False,1378129.0,3465.0,20.0,353.0,,994.0,2098.0,43874.0,8165.0,31240.0,4469.0
IDAHO,False,2011,7470,False,False,1583744.0,3202.0,35.0,444.0,,188.0,2535.0,32875.0,6915.0,24629.0,1331.0
ILLINOIS,False,2011,48427,False,True,12859752.0,54523.0,781.0,3030.0,,20217.0,30495.0,344468.0,77719.0,237362.0,29387.0
INDIANA,False,2011,27402,False,False,6516353.0,21619.0,306.0,1758.0,,6977.0,12578.0,206016.0,50571.0,140630.0,14815.0
IOWA,False,2011,9115,False,False,3064097.0,7883.0,44.0,866.0,,824.0,6149.0,72043.0,17573.0,50472.0,3998.0
KANSAS,False,2011,9330,False,False,2870386.0,10209.0,111.0,1122.0,,1448.0,7528.0,88655.0,18712.0,63259.0,6684.0
KENTUCKY,False,2011,14001,False,False,4366814.0,10465.0,151.0,1499.0,,3705.0,5110.0,119037.0,32750.0,79586.0,6701.0
LOUISIANA,False,2011,18844,False,False,4574766.0,25373.0,506.0,1262.0,,5235.0,18370.0,168529.0,46242.0,113174.0,9113.0
MAINE,False,2011,1978,False,False,1328544.0,1638.0,26.0,394.0,,370.0,848.0,33829.0,7865.0,24886.0,1078.0
MARYLAND,False,2011,23001,False,False,5839572.0,28817.0,399.0,1200.0,,10342.0,16876.0,166846.0,35823.0,114951.0,16072.0
MASSACHUSETTS,False,2011,11467,False,False,6607003.0,28232.0,184.0,1654.0,,6768.0,19626.0,148829.0,36403.0,101644.0,10782.0
MICHIGAN,False,2011,42904,False,False,9876801.0,43731.0,617.0,4344.0,,10263.0,28507.0,251329.0,69755.0,156666.0,24908.0
MINNESOTA,False,2011,9309,False,False,5347299.0,12323.0,75.0,2113.0,,3385.0,6750.0,136183.0,25681.0,102354.0,8148.0
MISSISSIPPI,False,2011,15390,False,False,2977457.0,8009.0,232.0,863.0,,2496.0,4418.0,89809.0,30722.0,54179.0,4908.0
MISSOURI,False,2011,30969,False,False,6008984.0,26888.0,366.0,1469.0,,6275.0,18778.0,199085.0,44875.0,138879.0,15331.0
MONTANA,False,2011,3125,True,False,997667.0,2755.0,29.0,366.0,,171.0,2189.0,23885.0,3347.0,19089.0,1449.0
NEBRASKA,False,2011,4657,False,False,1842234.0,4672.0,68.0,699.0,,993.0,2912.0,50894.0,8725.0,38060.0,4109.0
NEVADA,False,2011,12159,False,False,2720028.0,15452.0,139.0,913.0,,4308.0,10092.0,70075.0,20342.0,40156.0,9577.0
NEW HAMPSHIRE,False,2011,2423,False,False,1317807.0,2864.0,16.0,581.0,,509.0,1758.0,32756.0,6244.0,25398.0,1114.0
NEW JERSEY,False,2011,23642,False,False,8834773.0,27203.0,380.0,1006.0,,12209.0,13608.0,189719.0,43238.0,129066.0,17415.0
NEW MEXICO,False,2011,6687,False,False,2078674.0,11904.0,158.0,856.0,,1720.0,9170.0,73549.0,21419.0,46730.0,5400.0
NEW YORK,False,2011,55196,False,False,19501616.0,77463.0,769.0,2751.0,,28405.0,45538.0,371837.0,65227.0,287361.0,19249.0
NORTH CAROLINA,False,2011,39662,False,False,9651103.0,33421.0,498.0,1959.0,,9448.0,21516.0,337806.0,105534.0,215453.0,16819.0
NORTH DAKOTA,False,2011,1385,False,False,684740.0,1699.0,24.0,266.0,,91.0,1318.0,13334.0,2458.0,9891.0,985.0
OHIO,False,2011,50961,False,False,11541007.0,35218.0,500.0,3679.0,,15991.0,15048.0,380572.0,112901.0,246744.0,20927.0
OKLAHOMA,False,2011,23750,False,False,3784163.0,17311.0,212.0,1410.0,,3288.0,12401.0,127618.0,36462.0,80064.0,11092.0
OREGON,False,2011,13728,False,False,3868229.0,9643.0,84.0,1239.0,,2237.0,6083.0,121869.0,20704.0,92059.0,9106.0
PENNSYLVANIA,False,2011,49710,False,False,12743948.0,46189.0,639.0,3339.0,,16165.0,26046.0,283442.0,57966.0,208604.0,16872.0
RHODE ISLAND,True,2011,3032,False,False,1050646.0,2586.0,20.0,319.0,,744.0,1503.0,27976.0,6836.0,18765.0,2375.0
SOUTH CAROLINA,False,2011,22363,False,False,4673348.0,27894.0,320.0,1678.0,,4631.0,21265.0,183243.0,47351.0,122255.0,13637.0
SOUTH DAKOTA,False,2011,3562,False,False,823593.0,2105.0,20.0,503.0,,167.0,1415.0,15299.0,2927.0,11423.0,949.0
TENNESSEE,False,2011,19831,False,False,6399787.0,38895.0,380.0,2095.0,,8082.0,28338.0,230900.0,62830.0,153928.0,14142.0
TEXAS,False,2011,159956,False,False,25631778.0,104734.0,1130.0,7486.0,,28620.0,67498.0,892810.0,215755.0,613131.0,63924.0
UTAH,False,2011,5294,False,False,2814347.0,5547.0,50.0,901.0,,1079.0,3517.0,84084.0,13170.0,64727.0,6187.0
VERMONT,True,2011,2053,False,False,626592.0,925.0,11.0,146.0,,99.0,669.0,15086.0,3838.0,10720.0,528.0
VIRGINIA,False,2011,30531,False,False,8104384.0,16014.0,304.0,1591.0,,5425.0,8694.0,182902.0,30656.0,142476.0,9770.0
WASHINGTON,False,2011,17109,False,False,6823267.0,20152.0,163.0,2320.0,,5627.0,12042.0,244209.0,56561.0,162828.0,24820.0
WEST VIRGINIA,False,2011,5149,False,False,1854908.0,5497.0,87.0,372.0,,802.0,4236.0,39009.0,10245.0,26656.0,2108.0
WISCONSIN,False,2011,22388,False,False,5709843.0,14268.0,138.0,1190.0,,4600.0,8340.0,139912.0,27167.0,104472.0,8273.0
WYOMING,False,2011,2162,False,False,567356.0,1245.0,18.0,146.0,,71.0,1010.0,12878.0,1864.0,10493.0,521.0
FEDERAL,False,2012,216915,,,,,,,,,,,,,
ALABAMA,False,2012,26768,False,False,4817528.0,21693.0,342.0,1296.0,,5020.0,15035.0,168878.0,47481.0,111523.0,9874.0
ALASKA,True,2012,6308,False,False,730307.0,4412.0,30.0,583.0,,630.0,3169.0,20037.0,2950.0,15565.0,1522.0
ARIZONA,False,2012,40013,False,False,6551149.0,28077.0,358.0,2282.0,,7383.0,18054.0,231701.0,52911.0,159808.0,18982.0
ARKANSAS,False,2012,14043,False,False,2949828.0,13851.0,174.0,1233.0,,2310.0,10134.0,109389.0,32673.0,70982.0,5734.0
CALIFORNIA,False,2012,132935,False,False,37999878.0,160944.0,1884.0,7837.0,,56521.0,94702.0,1049465.0,245767.0,635090.0,168608.0
COLORADO,False,2012,20328,False,False,5189458.0,15951.0,152.0,2122.0,,3392.0,10285.0,139355.0,26163.0,101091.0,12101.0
CONNECTICUT,True,2012,17164,False,False,3591765.0,10183.0,117.0,933.0,,3709.0,5424.0,77169.0,14787.0,55904.0,6478.0
DELAWARE,True,2012,6730,False,False,917053.0,5048.0,56.0,249.0,,1498.0,3245.0,30707.0,7389.0,21880.0,1438.0
FLORIDA,False,2012,99835,False,False,19320749.0,94087.0,1009.0,5260.0,,23889.0,63929.0,632988.0,153563.0,442095.0,37330.0
GEORGIA,False,2012,55178,False,False,9915646.0,37675.0,583.0,2143.0,,12502.0,22447.0,339473.0,86992.0,223875.0,28606.0
HAWAII,True,2012,5297,False,False,1390090.0,3378.0,21.0,279.0,,1125.0,1953.0,43419.0,7653.0,31901.0,3865.0
IDAHO,False,2012,7715,False,False,1595590.0,3348.0,30.0,495.0,,243.0,2580.0,31825.0,7240.0,23203.0,1382.0
ILLINOIS,False,2012,49348,False,True,12868192.0,53556.0,770.0,3581.0,,19480.0,29725.0,332706.0,71100.0,235314.0,26292.0
INDIANA,False,2012,28034,False,False,6537782.0,22544.0,307.0,1661.0,,6601.0,13975.0,197994.0,47689.0,136668.0,13637.0
IOWA,False,2012,8735,False,False,3075039.0,8167.0,49.0,901.0,,962.0,6255.0,70357.0,17201.0,49116.0,4040.0
KANSAS,False,2012,9505,False,False,2885398.0,10292.0,85.0,1105.0,,1493.0,7609.0,91066.0,18874.0,65413.0,6779.0
KENTUCKY,False,2012,12998,False,False,4379730.0,9852.0,201.0,1312.0,,3547.0,4792.0,112800.0,29877.0,76199.0,6724.0
LOUISIANA,False,2012,18601,False,False,4602134.0,22839.0,489.0,1155.0,,5458.0,15737.0,162673.0,42037.0,112764.0,7872.0
MAINE,False,2012,1977,False,False,1328501.0,1626.0,26.0,372.0,,420.0,808.0,33398.0,7476.0,24931.0,991.0
MARYLAND,False,2012,21810,False,False,5884868.0,28086.0,373.0,1237.0,,10173.0,16303.0,162309.0,33803.0,113550.0,14956.0
MASSACHUSETTS,False,2012,11127,False,False,6645303.0,27047.0,121.0,1650.0,,6555.0,18721.0,143325.0,34635.0,99453.0,9237.0
MICHIGAN,False,2012,43594,False,False,9882519.0,44962.0,701.0,4635.0,,10423.0,29203.0,249249.0,65560.0,158609.0,25080.0
MINNESOTA,False,2012,9421,False,False,5379646.0,12419.0,99.0,1638.0,,3475.0,7207.0,138152.0,25378.0,104316.0,8458.0
MISSISSIPPI,False,2012,15791,False,False,2986450.0,7769.0,213.0,819.0,,2277.0,4460.0,83933.0,28084.0,51520.0,4329.0
MISSOURI,False,2012,31205,False,False,6024522.0,27189.0,390.0,1527.0,,5782.0,19490.0,199813.0,42510.0,140971.0,16332.0
MONTANA,False,2012,3095,False,False,1005494.0,2803.0,29.0,392.0,,202.0,2180.0,26102.0,3920.0,20484.0,1698.0
NEBRASKA,False,2012,4721,False,False,1855350.0,4802.0,52.0,710.0,,1128.0,2912.0,51203.0,8745.0,38301.0,4157.0
NEVADA,False,2012,12594,False,False,2754354.0,16763.0,124.0,931.0,,4918.0,10790.0,77510.0,22120.0,45372.0,10018.0
NEW HAMPSHIRE,False,2012,2568,False,False,1321617.0,2841.0,15.0,486.0,,471.0,1869.0,32074.0,5988.0,25024.0,1062.0
NEW JERSEY,False,2012,23050,False,False,8867749.0,25727.0,388.0,1035.0,,11385.0,12919.0,181481.0,42338.0,122662.0,16481.0
NEW MEXICO,False,2012,6640,False,False,2083540.0,11660.0,116.0,957.0,,1847.0,8740.0,75094.0,21384.0,48247.0,5463.0
NEW YORK,False,2012,54058,True,False,19576125.0,79535.0,683.0,2837.0,,28633.0,47382.0,375268.0,64389.0,293562.0,17317.0
NORTH CAROLINA,False,2012,37378,False,False,9748364.0,34464.0,479.0,1984.0,,9392.0,22609.0,328594.0,99323.0,213151.0,16120.0
NORTH DAKOTA,False,2012,1413,False,False,701345.0,1723.0,25.0,279.0,,127.0,1292.0,14297.0,2429.0,10687.0,1181.0
OHIO,False,2012,50872,False,False,11553031.0,34827.0,478.0,3813.0,,15396.0,15140.0,370435.0,105312.0,245372.0,19751.0
OKLAHOMA,False,2012,24370,False,False,3815780.0,18102.0,220.0,1622.0,,3248.0,13012.0,130969.0,36094.0,83131.0,11744.0
OREGON,False,2012,14123,False,False,3899801.0,9638.0,91.0,1159.0,,2419.0,5969.0,126417.0,22051.0,94114.0,10252.0
PENNSYLVANIA,False,2012,50228,False,False,12764475.0,45384.0,707.0,3371.0,,15735.0,25571.0,276562.0,57040.0,204409.0,15113.0
